Temp @ 60cm (C)_avg,Day_of_Year,log_pred,pred_minutes
7.12708542713569,113.0,2.0377773545285303,7.673534683496638
7.321909547738704,113.0,2.0385470094475258,7.679442930575933
7.51673366834172,113.0,2.0393166643665217,7.685355726717036
7.711557788944734,113.0,2.040086319285517,7.691273075422499
7.906381909547749,113.0,2.0408559742045127,7.697194980197577
8.101206030150765,113.0,2.0416256291235086,7.703121444550223
8.29603015075378,113.0,2.042395284042504,7.709052471991083
8.490854271356795,113.0,2.0431649389614996,7.714988066033517
8.68567839195981,113.0,2.0439345938804956,7.720928230193587
8.880502512562824,113.0,2.044704248799491,7.726872967990054
9.07532663316584,113.0,2.045473903718487,7.732822282944401
9.270150753768855,113.0,2.0462435586374825,7.738776178580811
9.464974874371869,113.0,2.047013213556478,7.744734658426188
9.659798994974885,113.0,2.047782868475474,7.750697726010151
9.8546231155779,113.0,2.0485525233944695,7.75666538486503
